id,uuid,user_id,created_at,url,image_url,description,oauth_application_id,place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
313692377,aeb8e0c2-4905-46a8-8317-2ba1268ded57,4120657,2025-09-14 00:26:36 +0200,https://www.inaturalist.org/observations/313692377,https://inaturalist-open-data.s3.amazonaws.com/photos/566507073/medium.jpg,,3,"W Kinzie St, Chicago, IL, US",Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
280843659,cbdd5dbd-a7b6-4837-9af0-61b782f789f6,6420214,2025-05-13 21:15:17 +0200,https://www.inaturalist.org/observations/280843659,https://inaturalist-open-data.s3.amazonaws.com/photos/504442286/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Northern Parula,Setophaga americana,Northern Parula,Aves,145233
128054940,d885a5aa-0ac1-4749-81bb-14c0c679e6b2,826623,2022-07-26 23:28:18 +0200,https://www.inaturalist.org/observations/128054940,https://inaturalist-open-data.s3.amazonaws.com/photos/217473803/medium.jpeg,,,"Lower West Side, Chicago, IL, USA",Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
276352671,632e9a29-bc69-4c1e-8130-798992529aed,4214614,2025-04-29 04:43:34 +0200,https://www.inaturalist.org/observations/276352671,https://static.inaturalist.org/photos/496304154/medium.jpg,,843,"Montrose Point Bird Sanctuary, Chicago, IL, US",Eastern Chipmunk,Tamias striatus,Eastern Chipmunk,Mammalia,46217
309851640,0881a745-d21b-4f64-9e5e-a5ae7955009a,280601,2025-08-29 02:29:41 +0200,https://www.inaturalist.org/observations/309851640,https://inaturalist-open-data.s3.amazonaws.com/photos/559177222/medium.jpg,,,"Jackson Park, Chicago, IL, USA",Ring-billed Gull,Larus delawarensis,Ring-billed Gull,Aves,4364
297342180,d7cc3377-53e8-4013-a9a8-7bbfafbcb105,7947169,2025-07-12 19:35:28 +0200,https://www.inaturalist.org/observations/297342180,https://inaturalist-open-data.s3.amazonaws.com/photos/535488779/medium.jpg,,2,"Cook County, US-IL, US",Purple Martin,Progne subis,Purple Martin,Aves,11867
77175666,f5edbec4-3fc7-4971-b700-79bfbb294ce0,2745506,2021-05-04 04:33:56 +0200,https://www.inaturalist.org/observations/77175666,https://inaturalist-open-data.s3.amazonaws.com/photos/126202949/medium.jpg,,3,"Wooded Island, Chicago, IL, US",Green Heron,Butorides virescens,Green Heron,Aves,5020
220098686,83f047cb-20a8-4f0e-8bba-296550cf4a1e,2164440,2024-06-02 22:59:47 +0200,https://www.inaturalist.org/observations/220098686,https://inaturalist-open-data.s3.amazonaws.com/photos/389641833/medium.jpeg,,,"Lincoln Square, Chicago, IL, USA",Eastern Wood-Pewee,Contopus virens,Eastern Wood-Pewee,Aves,16100
281748403,4cd5881c-cf2a-4a02-b16a-23877ba5d20f,2492776,2025-05-17 15:18:23 +0200,https://www.inaturalist.org/observations/281748403,https://inaturalist-open-data.s3.amazonaws.com/photos/506152174/medium.jpg,,843,"Cook County, US-IL, US",Domestic Canary,Serinus canaria domesticus,Domestic Canary,Aves,524796
286945111,23b96653-2d57-42f7-9275-19ae791609f1,2756114,2025-06-05 03:44:24 +0200,https://www.inaturalist.org/observations/286945111,https://static.inaturalist.org/photos/515909336/medium.jpg,,,"Uptown, Chicago, IL, USA",Warbling Vireo,Vireo gilvus,Warbling Vireo,Aves,17394
259567908,25d0e265-12b5-46d3-8611-dd99b673f230,3693836,2025-01-25 21:32:00 +0100,https://www.inaturalist.org/observations/259567908,https://inaturalist-open-data.s3.amazonaws.com/photos/465973237/medium.jpeg,,2,"Lathrop Homes, Chicago, IL, USA",Red-breasted Merganser,Mergus serrator,Red-breasted Merganser,Aves,6996
112693283,d3d9d8d6-efa2-4917-81a8-e96710bd6190,4143183,2022-04-24 18:53:21 +0200,https://www.inaturalist.org/observations/112693283,https://inaturalist-open-data.s3.amazonaws.com/photos/190862288/medium.jpeg,Great blue heron,333,Chicago,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
57893447,25b5d2ce-f572-45af-aea5-d16beaaec926,3452397,2020-08-29 06:22:44 +0200,https://www.inaturalist.org/observations/57893447,https://static.inaturalist.org/photos/92385042/medium.jpg,,3,"N Central Park Ave, Chicago, IL, US",American Kestrel,Falco sparverius,American Kestrel,Aves,4665
99806897,b0c7e66c-ce9b-41be-83cd-8315f7cc0004,5016715,2021-10-30 20:29:16 +0200,https://www.inaturalist.org/observations/99806897,https://static.inaturalist.org/photos/166461731/medium.jpg,,3,"McKinley Park, Chicago, IL, US",Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
170946019,b8ba7f62-82ad-43ee-96e8-56519ad91a1a,65794,2023-07-04 03:18:17 +0200,https://www.inaturalist.org/observations/170946019,https://static.inaturalist.org/photos/296568621/medium.jpeg,"Montrose Point Bird Sanctuary, Chicago",,"Uptown, Chicago, IL, USA",Bank Swallow,Riparia riparia,Bank Swallow,Aves,11941
269017976,e69b700b-6c6f-444e-a414-f6d7952b4ee9,8865065,2025-04-06 23:45:19 +0200,https://www.inaturalist.org/observations/269017976,https://inaturalist-open-data.s3.amazonaws.com/photos/483632076/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
257426285,b7d3c918-8fda-476d-9e58-f5566a60d921,3772234,2025-01-05 03:55:00 +0100,https://www.inaturalist.org/observations/257426285,https://inaturalist-open-data.s3.amazonaws.com/photos/461787166/medium.jpg,,,"Lincoln Square, Chicago, IL, USA",White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
19684107,615f78ea-5e44-4781-ac3e-886a2f7fd3a0,216168,2019-01-17 01:31:33 +0100,https://www.inaturalist.org/observations/19684107,https://inaturalist-open-data.s3.amazonaws.com/photos/30318947/medium.jpeg,,,"Powers Rec. Area, Cook County, IL, USA",Mute Swan,Cygnus olor,Mute Swan,Aves,6921
117340727,6c3015c7-3604-4d56-bbf2-02e97cf9ae41,2164440,2022-05-16 20:10:36 +0200,https://www.inaturalist.org/observations/117340727,https://inaturalist-open-data.s3.amazonaws.com/photos/198157035/medium.jpeg,,,"Lake View, Chicago, IL, USA",Yellow Warbler,Setophaga petechia,Yellow Warbler,Aves,145238
74474370,49368247-73f4-4642-8369-cb87e2901dc8,257635,2021-04-19 04:13:14 +0200,https://www.inaturalist.org/observations/74474370,https://inaturalist-open-data.s3.amazonaws.com/photos/121720145/medium.jpeg,,,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,Aves,12878
63887977,303cefaf-0eda-4c02-9bb8-24e6c4129083,3520543,2020-10-31 16:14:58 +0100,https://www.inaturalist.org/observations/63887977,https://inaturalist-open-data.s3.amazonaws.com/photos/102613943/medium.jpeg,,2,"Stony Island & Marquette Rd, Chicago, IL 60637, USA",Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
161218033,7d9ba658-8b8d-471e-b939-36ccaae62cc5,5287394,2023-05-12 14:05:14 +0200,https://www.inaturalist.org/observations/161218033,https://inaturalist-open-data.s3.amazonaws.com/photos/278649930/medium.jpg,,3,"Adler Planetarium, Chicago, IL, US",Ring-billed Gull,Larus delawarensis,Ring-billed Gull,Aves,4364
58625870,285f8d10-d148-4c6e-9a4e-6732bd6044a5,3093839,2020-09-05 20:07:39 +0200,https://www.inaturalist.org/observations/58625870,https://inaturalist-open-data.s3.amazonaws.com/photos/93610571/medium.jpeg,,,"5801 N Western Ave, Chicago, IL 60659, USA",tamia rayé,Tamias striatus,Eastern Chipmunk,Mammalia,46217
106648834,6bc7b9c9-41b7-4a46-b04a-621cc9995532,762683,2022-02-13 03:16:27 +0100,https://www.inaturalist.org/observations/106648834,https://static.inaturalist.org/photos/179190465/medium.jpeg,,,"South Side, Chicago, IL, USA",American Herring Gull,Larus smithsonianus,American Herring Gull,Aves,1578489
90506446,f6bb0cc5-4b81-4b6b-b098-73d2fe4a632e,221631,2021-08-09 09:21:00 +0200,https://www.inaturalist.org/observations/90506446,,See http://www.planetscott.com/speciesdetail/9041/nashville-warbler-(leiothlypis-ruficapilla) for more info,215,Montrose Point,Leiothlypis ruficapilla,Leiothlypis ruficapilla,Nashville Warbler,Aves,979753
271471155,16ddddd6-5101-402f-91d8-3f1c2b9cc0ca,5553319,2025-04-19 18:14:44 +0200,https://www.inaturalist.org/observations/271471155,https://inaturalist-open-data.s3.amazonaws.com/photos/488317837/medium.jpeg,,2,"Ravenswood Gardens, Chicago, IL, USA",Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,Aves,10373
321993143,6720690f-3525-4288-b752-4ce92f1ea18e,917650,2025-10-20 06:38:23 +0200,https://www.inaturalist.org/observations/321993143,https://inaturalist-open-data.s3.amazonaws.com/photos/582409747/medium.jpg,,,"South Side, Chicago, IL, USA",Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
18497336,afe66196-0edc-44ef-bfa0-02b9b55baae5,1161853,2018-11-19 16:38:02 +0100,https://www.inaturalist.org/observations/18497336,https://static.inaturalist.org/photos/28289562/medium.jpeg,M2E6L0-0R350B36,,"Near North Side, Chicago, IL, USA",Old World Rats,Rattus,Old World Rats,Mammalia,44540
78893451,90b2ae7f-d010-4e79-a5dd-0d3d61fa4d1e,3093839,2021-05-15 23:02:55 +0200,https://www.inaturalist.org/observations/78893451,https://inaturalist-open-data.s3.amazonaws.com/photos/129162637/medium.jpeg,,,"2741 W Montrose Ave, Chicago, IL 60618, USA",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
143098133,54003789-2901-4ccb-8d03-946a09521556,762683,2022-11-27 23:04:26 +0100,https://www.inaturalist.org/observations/143098133,https://static.inaturalist.org/photos/245392456/medium.jpeg,,,"Bucktown, Chicago, IL, USA",Fox Squirrel,Sciurus niger,Eastern Fox Squirrel,Mammalia,46020
302958356,5fb9c9b4-26f8-4c4a-a382-271cea8f4cce,2164440,2025-08-01 23:08:04 +0200,https://www.inaturalist.org/observations/302958356,https://inaturalist-open-data.s3.amazonaws.com/photos/546019001/medium.jpg,,,"Uptown, Chicago, IL, USA",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
248941208,7a312bec-86d6-4c9c-8c96-f1fd18ef0fc3,411429,2024-10-24 23:56:13 +0200,https://www.inaturalist.org/observations/248941208,https://inaturalist-open-data.s3.amazonaws.com/photos/444908901/medium.jpeg,,,"Uptown, Chicago, IL, USA",American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
267129763,1cb67537-b904-4069-8bb8-d093a784e1c7,8184898,2025-03-27 01:19:51 +0100,https://www.inaturalist.org/observations/267129763,https://inaturalist-open-data.s3.amazonaws.com/photos/480016057/medium.jpg,,843,"E Randolph St, Chicago, IL, US",Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
154616033,b27b4bde-fc4f-4d25-9db0-47cf861a6527,462579,2023-04-12 23:08:43 +0200,https://www.inaturalist.org/observations/154616033,https://static.inaturalist.org/photos/267174143/medium.jpg,,3,"McKinley (William) Park, Chicago, IL, US",American Kestrel,Falco sparverius,American Kestrel,Aves,4665
90506481,e810bab9-37c3-4347-a3a5-26ca79660714,221631,2021-08-09 09:21:31 +0200,https://www.inaturalist.org/observations/90506481,,See http://www.planetscott.com/speciesdetail/9104/canada-warbler-(cardellina-canadensis) for more info,215,Montrose Point,Cardellina canadensis,Cardellina canadensis,Canada Warbler,Aves,145275
12195801,400f4dbd-5215-4dc1-b468-090ab5c78008,762683,2018-05-06 17:30:14 +0200,https://www.inaturalist.org/observations/12195801,https://static.inaturalist.org/photos/17512992/medium.jpeg,,,"Cook County, US-IL, US",Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Aves,10470
20134400,01faa7ea-c180-40a9-92b8-158858f63044,1161853,2019-02-05 20:17:15 +0100,https://www.inaturalist.org/observations/20134400,https://static.inaturalist.org/photos/31052041/medium.jpeg,M2E6L0-0R350B36,,"1034 N Wells St, Chicago, IL 60610, USA",Brown Rat,Rattus norvegicus,Brown Rat,Mammalia,44576
93110549,c378a53c-3d31-4042-984e-c8bcb6759843,917650,2021-08-31 04:26:06 +0200,https://www.inaturalist.org/observations/93110549,https://inaturalist-open-data.s3.amazonaws.com/photos/154272839/medium.jpeg,,,"Chicago, IL 60640, USA",American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
145940604,3d4d02d9-e488-4529-a0f5-deed2b455331,762683,2023-01-06 04:45:08 +0100,https://www.inaturalist.org/observations/145940604,https://static.inaturalist.org/photos/250791433/medium.jpeg,,,"South Side, Chicago, IL, USA",Gadwall,Mareca strepera,Gadwall,Aves,558439
79674792,35ee9336-0d91-4d97-9254-c05463438e55,2950069,2021-05-21 20:18:06 +0200,https://www.inaturalist.org/observations/79674792,https://inaturalist-open-data.s3.amazonaws.com/photos/130517987/medium.jpeg,"Photographed in a mud puddle adjacent to the Magic Hedge, Montrose Point Bird Sanctuary, Chicago, IL.",,"Uptown, Chicago, IL, USA",Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,Aves,979756
183113439,d151da55-0a47-4fb0-9618-e524609d7a7c,7361886,2023-09-13 20:35:39 +0200,https://www.inaturalist.org/observations/183113439,https://inaturalist-open-data.s3.amazonaws.com/photos/319413543/medium.jpg,,3,"Northerly Island, Chicago, IL, US",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
242094486,7d057855-b741-4ade-8279-b6a3e2dad939,1012495,2024-09-16 16:00:25 +0200,https://www.inaturalist.org/observations/242094486,https://static.inaturalist.org/photos/431560592/medium.jpeg,,3,"Lincoln Park, Chicago, IL, US",Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
58543545,c0a5586d-7a8b-491a-b695-57b1ee220817,1126875,2020-09-04 23:07:34 +0200,https://www.inaturalist.org/observations/58543545,https://static.inaturalist.org/photos/93474859/medium.jpeg,,333,Chicago,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552
80780914,b3357408-b17f-4a01-9f0a-cb51f49a8220,378120,2021-05-29 22:02:06 +0200,https://www.inaturalist.org/observations/80780914,https://inaturalist-open-data.s3.amazonaws.com/photos/132427598/medium.jpg,,,West Ridge Nature Preserve,Gray Catbird,Dumetella carolinensis,Gray Catbird,Aves,14995
133949775,f8360ab1-6d12-4d72-aba7-6d61e530a9f4,6112450,2022-09-06 21:42:02 +0200,https://www.inaturalist.org/observations/133949775,https://inaturalist-open-data.s3.amazonaws.com/photos/228239667/medium.png,,,"Chicago, IL 60608, USA",Mallard,Anas platyrhynchos,Mallard,Aves,6930
82675909,a77476c4-ab15-4c63-a550-99ba5c707662,878487,2021-06-12 15:50:05 +0200,https://www.inaturalist.org/observations/82675909,https://static.inaturalist.org/photos/135716937/medium.jpg,,3,"Lincoln Park, IL, US",Red-breasted Merganser,Mergus serrator,Red-breasted Merganser,Aves,6996
91920153,966e2d4f-a71b-46c0-8fd2-650d405ec6ec,917650,2021-08-21 04:14:28 +0200,https://www.inaturalist.org/observations/91920153,https://inaturalist-open-data.s3.amazonaws.com/photos/152118992/medium.jpeg,,,"Chicago, IL 60640, USA",Warbling Vireo,Vireo gilvus,Warbling Vireo,Aves,17394
98751033,0941cf9a-90e8-4bc4-be21-07de5fa56104,762683,2021-10-20 02:30:26 +0200,https://www.inaturalist.org/observations/98751033,https://static.inaturalist.org/photos/164477927/medium.jpeg,,,"Bucktown, Chicago, IL, USA",Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
150677845,199b31f9-0b9c-4c96-aaf8-745779a9d166,1161837,2023-03-09 21:01:52 +0100,https://www.inaturalist.org/observations/150677845,,,,"5025 S St Louis Ave, Chicago, IL 60632, USA",European Starling,Sturnus vulgaris,European Starling,Aves,14850
40166942,e52bd7aa-bfa5-4b10-9bac-21e1a9517ad2,917650,2020-03-18 05:47:37 +0100,https://www.inaturalist.org/observations/40166942,https://inaturalist-open-data.s3.amazonaws.com/photos/63802342/medium.jpeg,,,"Chicago, IL 60640, USA",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
138338122,37b5595f-0493-4896-a65c-2cfa3e47baa5,2164440,2022-10-11 03:36:01 +0200,https://www.inaturalist.org/observations/138338122,https://inaturalist-open-data.s3.amazonaws.com/photos/236425715/medium.jpeg,,,"Uptown, Chicago, IL, USA",European Starling,Sturnus vulgaris,European Starling,Aves,14850
150253618,2b65ee65-2156-4ac4-9d00-abdd1e3046c9,5145656,2023-03-04 23:44:47 +0100,https://www.inaturalist.org/observations/150253618,https://inaturalist-open-data.s3.amazonaws.com/photos/259043790/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
312747071,f170387e-3aac-4cbd-8e53-7b146c084b2e,2164440,2025-09-09 21:27:21 +0200,https://www.inaturalist.org/observations/312747071,https://inaturalist-open-data.s3.amazonaws.com/photos/564699996/medium.jpg,,,"Lake View, Chicago, IL, USA",Ruby-throated Hummingbird,Archilochus colubris,Ruby-throated Hummingbird,Aves,6432
125316186,001d318e-1cf1-424e-88ce-bdad01348c6b,5894644,2022-07-08 17:53:02 +0200,https://www.inaturalist.org/observations/125316186,https://inaturalist-open-data.s3.amazonaws.com/photos/212506174/medium.jpg,,3,"Lincoln Park, Chicago, IL, US",Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
160688054,ac9f818d-f277-4234-9cd5-893e006aa4c1,917650,2023-05-09 06:26:53 +0200,https://www.inaturalist.org/observations/160688054,https://inaturalist-open-data.s3.amazonaws.com/photos/277691124/medium.jpeg,,,"Uptown, Chicago, IL, USA",Lincoln's Sparrow,Melospiza lincolnii,Lincoln's Sparrow,Aves,9092
170001166,f00c82e4-c313-4d19-8467-9c35d839dfa1,438879,2023-06-28 21:57:08 +0200,https://www.inaturalist.org/observations/170001166,https://inaturalist-open-data.s3.amazonaws.com/photos/294788706/medium.jpeg,Heron ,2,"Lincoln Park, Chicago, IL, USA",Black-crowned Night-Heron,Nycticorax nycticorax,Black-crowned Night Heron,Aves,4981
4679527,cedc2d30-6904-44a9-9940-eb334cf93055,257635,2016-12-02 17:50:51 +0100,http://www.inaturalist.org/observations/4679527,https://inaturalist-open-data.s3.amazonaws.com/photos/5678487/medium.jpg,Yellow-rumped Warlber (breeding Myrtle male) (Setophaga coronata coronata) LaBagh Woods Chicago Cook County IL April 2015 Week #15 Jeff Skrentny IMG_0529                          ,,"LaBagh Woods, North Park, Chicago, IL, USA",Myrtle Warbler,Setophaga coronata coronata,Myrtle Warbler,Aves,132704
146382283,440af416-de44-4213-ba18-1279495f449b,462579,2023-01-12 05:52:48 +0100,https://www.inaturalist.org/observations/146382283,https://static.inaturalist.org/photos/251654605/medium.jpg,,3,"McKinley (William) Park, Chicago, IL, US",Black-capped Chickadee,Poecile atricapillus,Black-capped Chickadee,Aves,144815
75507013,2f37c4c2-aad6-4e8f-a950-2560138b54f8,3725287,2021-04-28 05:05:13 +0200,https://www.inaturalist.org/observations/75507013,https://static.inaturalist.org/photos/123540802/medium.jpg,,,"Cook County, US-IL, US",Canada Warbler,Cardellina canadensis,Canada Warbler,Aves,145275
160765877,4c989b7f-5d6b-4001-8cc4-2e78cf896b87,5834107,2023-05-09 19:09:17 +0200,https://www.inaturalist.org/observations/160765877,https://inaturalist-open-data.s3.amazonaws.com/photos/277829276/medium.jpeg,,2,"Chicago, IL 60622, USA",American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
268993748,ce574d49-f821-4749-921c-28fddee3924c,280601,2025-04-06 21:45:19 +0200,https://www.inaturalist.org/observations/268993748,https://inaturalist-open-data.s3.amazonaws.com/photos/483584287/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
230644290,459c94d8-69f8-4ae0-9fd5-a748d3ee7262,5406075,2024-07-21 03:58:41 +0200,https://www.inaturalist.org/observations/230644290,https://static.inaturalist.org/photos/409555280/medium.jpeg,,2,美國伊利諾伊州芝加哥林肯公園區,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
252182075,c24b62b7-e229-4ca3-8a08-daddf6cc5c7f,280601,2024-11-18 19:48:28 +0100,https://www.inaturalist.org/observations/252182075,https://inaturalist-open-data.s3.amazonaws.com/photos/451385698/medium.jpeg,,,"Jackson Park, Chicago, IL, USA",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
143454052,2ab84c19-28a8-4676-8b8e-226355d017ee,2164440,2022-12-01 22:52:04 +0100,https://www.inaturalist.org/observations/143454052,https://inaturalist-open-data.s3.amazonaws.com/photos/246021911/medium.jpeg,,,"Uptown, Chicago, IL, USA",Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
33380104,326f38be-2db3-4f53-a1f4-1e02a1c1e31f,704781,2019-09-25 19:11:30 +0200,https://www.inaturalist.org/observations/33380104,https://inaturalist-open-data.s3.amazonaws.com/photos/52420708/medium.jpg,"Blurry streaking on breast, white wingbars, washed in pale yellow, orange feet. Female or immature.",,"Uptown, Chicago, IL, USA",Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,Aves,145240
202720690,a9bf1f02-00c3-424d-b1a8-e005b181b77e,4309885,2024-03-16 22:33:22 +0100,https://www.inaturalist.org/observations/202720690,https://inaturalist-open-data.s3.amazonaws.com/photos/358062092/medium.jpg,,3,"W Ainslie St, Chicago, IL, US",American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
89680954,0fe76a91-971f-4fa6-bdb7-ab3653746746,628454,2021-08-02 21:28:29 +0200,https://www.inaturalist.org/observations/89680954,https://inaturalist-open-data.s3.amazonaws.com/photos/148121864/medium.jpg,,,"Park 566, South Chicago, Chicago, IL, USA",Semipalmated Sandpiper,Calidris pusilla,Semipalmated Sandpiper,Aves,3862
251079785,30c935fb-a054-45c5-ad03-b611c221be9c,7441627,2024-11-09 22:14:54 +0100,https://www.inaturalist.org/observations/251079785,https://inaturalist-open-data.s3.amazonaws.com/photos/449180874/medium.jpeg,,2,"Lincoln Park, Chicago, IL, USA",squirrel,Sciurus,Tree Squirrels,Mammalia,45994
186492183,db01ad1e-3000-4be1-8298-3af09537d652,917650,2023-10-07 04:40:25 +0200,https://www.inaturalist.org/observations/186492183,https://inaturalist-open-data.s3.amazonaws.com/photos/325922944/medium.jpg,,,"Uptown, Chicago, IL, USA",Savannah Sparrow,Passerculus sandwichensis,Savannah Sparrow,Aves,9981
249339273,6272e9c1-a6c7-491f-ac42-3a9d490a0f63,280601,2024-10-27 16:36:48 +0100,https://www.inaturalist.org/observations/249339273,https://inaturalist-open-data.s3.amazonaws.com/photos/445696085/medium.jpeg,,,"Washington Park, Chicago, IL, USA",American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310
253211925,40a9a483-e2b0-435e-80b9-9b048acbb359,8747974,2024-11-26 22:22:35 +0100,https://www.inaturalist.org/observations/253211925,https://static.inaturalist.org/photos/453339926/medium.jpeg,,3,"N Milwaukee Ave, Chicago, IL, US",Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
63704090,b2c6865d-834c-4cde-ae2f-2d40701a84b6,1928743,2020-10-28 16:50:47 +0100,https://www.inaturalist.org/observations/63704090,https://inaturalist-open-data.s3.amazonaws.com/photos/102283281/medium.jpeg,,,"Uptown, Chicago, IL, USA",Canada Goose,Branta canadensis,Canada Goose,Aves,7089
272123982,73533b37-8d34-4edf-87e1-89252640a9a5,5333040,2025-04-22 05:33:40 +0200,https://www.inaturalist.org/observations/272123982,https://inaturalist-open-data.s3.amazonaws.com/photos/489558054/medium.jpg,,3,"Maggie Daley Park, Chicago, IL, US",Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
215140146,0ab1b182-4c0f-498f-b692-cdeec9f3a7cd,5053222,2024-05-12 02:37:05 +0200,https://www.inaturalist.org/observations/215140146,https://inaturalist-open-data.s3.amazonaws.com/photos/380334745/medium.jpg,Not my finest photo but I'm confident one of you can tell me what this is. The black on top reminds me of a Wilson's Warbler but I don't know what to make of the rest of the dark markings.,,"Uptown, Chicago, IL, USA",Wilson's Warbler,Cardellina pusilla,Wilson's Warbler,Aves,145276
212800498,73240219-bab1-4462-9465-f13985d5cd74,917650,2024-05-02 05:36:21 +0200,https://www.inaturalist.org/observations/212800498,https://inaturalist-open-data.s3.amazonaws.com/photos/376058489/medium.jpg,,,"South Side, Chicago, IL, USA",Field Sparrow,Spizella pusilla,Field Sparrow,Aves,9152
233586573,3120cff1-b89e-4c8c-bcd8-fb9aed9b915f,439575,2024-08-04 00:18:23 +0200,https://www.inaturalist.org/observations/233586573,https://inaturalist-open-data.s3.amazonaws.com/photos/415136683/medium.jpeg,,,"Cook County, IL, USA",Ring-billed Gull,Larus delawarensis,Ring-billed Gull,Aves,4364
47043422,de238f2a-cd02-4df3-85be-67925f28a382,2802031,2020-05-24 01:37:15 +0200,https://www.inaturalist.org/observations/47043422,https://inaturalist-open-data.s3.amazonaws.com/photos/74605905/medium.jpeg,,2,"Rogers Park, Chicago, IL, USA",American Robin,Turdus migratorius,American Robin,Aves,12727
22865097,0d7ce6ea-3d8d-4499-9c07-ea2f9a07ee54,257635,2019-04-22 06:07:47 +0200,https://www.inaturalist.org/observations/22865097,https://inaturalist-open-data.s3.amazonaws.com/photos/35441558/medium.jpeg,Gadwell (Mareca strepera) Eggers Grove Chicago Cook County IL April 2019 Week #17 Jeff Skrentny IMG_0810,,"Eggers Grove, Hegewisch, Chicago, Cook County, IL, USA",Gadwall,Mareca strepera,Gadwall,Aves,558439
9455714,84434d82-3d77-4d91-885d-15c4b55616df,257635,2018-01-13 06:22:33 +0100,https://www.inaturalist.org/observations/9455714,https://inaturalist-open-data.s3.amazonaws.com/photos/12861744/medium.jpeg,"Common Goldeneye (male) (Bucephala clangula) Clark Park North Branch Chicago River Chicago Cook County IL January 2018 Week #2 Jeff Skrentny IMG_3799

Common Goldeneye (displaying male) (Bucephala clangula) Clark Park North Branch Chicago River Chicago Cook County IL January 2018 Week #2 Jeff Skrentny IMG_3793

Common Goldeneye (displaying male) (Bucephala clangula) Clark Park North Branch Chicago River Chicago Cook County IL January 2018 Week #2 Jeff Skrentny IMG_3795",,"Clark Park, North Branch Chicago River, Avondale, Chicago, Cook County, IL, USA",Common Goldeneye,Bucephala clangula,Common Goldeneye,Aves,6990
187304920,15cfeaff-d0dc-49b4-9e16-ef6ef26b7373,5834107,2023-10-13 01:08:09 +0200,https://www.inaturalist.org/observations/187304920,https://inaturalist-open-data.s3.amazonaws.com/photos/327526855/medium.jpeg,,2,"Chicago, IL 60622, USA",Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,Aves,145245
184134273,d4845ff3-db07-4f32-be33-cc7882cc854b,5834107,2023-09-20 18:18:42 +0200,https://www.inaturalist.org/observations/184134273,https://inaturalist-open-data.s3.amazonaws.com/photos/321369060/medium.jpeg,OMG!!!!!!!!!,2,"Chicago, IL 60622, USA",Belted Kingfisher,Megaceryle alcyon,Belted Kingfisher,Aves,2548
305935598,d70e473d-5e35-4675-ad5c-ea9f94ec9894,917650,2025-08-13 06:02:55 +0200,https://www.inaturalist.org/observations/305935598,https://inaturalist-open-data.s3.amazonaws.com/photos/551664051/medium.jpg,,,"South Side, Chicago, IL, USA",Greater Yellowlegs,Tringa melanoleuca,Greater Yellowlegs,Aves,3892
